,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
429,0500000US34023,"Middlesex County, New Jersey",3.8,93418.0,117164.0
430,0500000US34025,"Monmouth County, New Jersey",4.1,102870.0,143028.0
431,0500000US34027,"Morris County, New Jersey",4.1,116283.0,154989.0
432,0500000US34029,"Ocean County, New Jersey",4.4,76093.0,97772.0
433,0500000US34031,"Passaic County, New Jersey",4.8,77040.0,99414.0
434,0500000US34033,"Salem County, New Jersey",5.1,68531.0,90349.0
435,0500000US34035,"Somerset County, New Jersey",4.8,111587.0,152445.0
436,0500000US34037,"Sussex County, New Jersey",4.8,101130.0,124822.0
437,0500000US34039,"Union County, New Jersey",5.4,80339.0,116947.0
438,0500000US34041,"Warren County, New Jersey",5.7,84479.0,102202.0
439,0500000US35001,"Bernalillo County, New Mexico",5.2,56115.0,78477.0
440,0500000US35005,"Chaves County, New Mexico",4.8,42003.0,58875.0
441,0500000US35013,"Doña Ana County, New Mexico",6.7,43038.0,57842.0
442,0500000US35025,"Lea County, New Mexico",4.2,68457.0,78848.0
443,0500000US35031,"McKinley County, New Mexico",7.6,37153.0,49716.0
444,0500000US35035,"Otero County, New Mexico",10.3,39371.0,54602.0
445,0500000US35043,"Sandoval County, New Mexico",4.9,71997.0,89341.0
446,0500000US35045,"San Juan County, New Mexico",6.5,44321.0,60348.0
447,0500000US35049,"Santa Fe County, New Mexico",4.5,61298.0,88182.0
448,0500000US35061,"Valencia County, New Mexico",6.5,60601.0,73874.0
449,0500000US36001,"Albany County, New York",3.9,69953.0,91080.0
450,0500000US36005,"Bronx County, New York",9.1,41432.0,59664.0
451,0500000US36007,"Broome County, New York",3.8,52010.0,68572.0
452,0500000US36009,"Cattaraugus County, New York",3.7,50912.0,64706.0
453,0500000US36011,"Cayuga County, New York",2.8,58665.0,78177.0
454,0500000US36013,"Chautauqua County, New York",4.7,50272.0,65136.0
455,0500000US36015,"Chemung County, New York",6.9,60782.0,73297.0
456,0500000US36019,"Clinton County, New York",3.1,60198.0,81738.0
457,0500000US36027,"Dutchess County, New York",3.2,85901.0,112299.0
458,0500000US36029,"Erie County, New York",3.5,60652.0,79972.0
459,0500000US36045,"Jefferson County, New York",6.0,53917.0,67368.0
460,0500000US36047,"Kings County, New York",4.5,66937.0,99472.0
461,0500000US36051,"Livingston County, New York",2.3,59173.0,75881.0
462,0500000US36053,"Madison County, New York",2.2,62918.0,88100.0
463,0500000US36055,"Monroe County, New York",4.5,62103.0,84666.0
464,0500000US36059,"Nassau County, New York",3.4,118453.0,157774.0
465,0500000US36061,"New York County, New York",4.2,93651.0,170453.0
466,0500000US36063,"Niagara County, New York",4.5,56304.0,73374.0
467,0500000US36065,"Oneida County, New York",4.7,57391.0,75821.0
468,0500000US36067,"Onondaga County, New York",3.9,61577.0,83860.0
469,0500000US36069,"Ontario County, New York",2.3,66568.0,92560.0
470,0500000US36071,"Orange County, New York",3.0,84458.0,105297.0
471,0500000US36075,"Oswego County, New York",4.6,58459.0,74434.0
472,0500000US36079,"Putnam County, New York",2.9,106204.0,132523.0
473,0500000US36081,"Queens County, New York",4.6,73696.0,96631.0
474,0500000US36083,"Rensselaer County, New York",4.6,71574.0,85141.0
475,0500000US36085,"Richmond County, New York",4.0,89821.0,113245.0
476,0500000US36087,"Rockland County, New York",5.3,100916.0,133396.0
477,0500000US36089,"St. Lawrence County, New York",6.6,52108.0,68320.0
478,0500000US36091,"Saratoga County, New York",2.0,89932.0,105941.0
479,0500000US36093,"Schenectady County, New York",5.4,65773.0,85444.0
480,0500000US36101,"Steuben County, New York",5.5,52951.0,70353.0
481,0500000US36103,"Suffolk County, New York",3.1,106228.0,138724.0
482,0500000US36105,"Sullivan County, New York",7.0,60137.0,75269.0
483,0500000US36109,"Tompkins County, New York",3.0,58626.0,92501.0
484,0500000US36111,"Ulster County, New York",3.1,64087.0,87755.0
485,0500000US36113,"Warren County, New York",2.6,64985.0,83323.0
486,0500000US36117,"Wayne County, New York",3.3,61730.0,80472.0
487,0500000US36119,"Westchester County, New York",4.7,101908.0,160616.0
488,0500000US37001,"Alamance County, North Carolina",3.5,58490.0,71555.0
489,0500000US37019,"Brunswick County, North Carolina",5.0,63668.0,84495.0
490,0500000US37021,"Buncombe County, North Carolina",1.9,54970.0,77162.0
491,0500000US37023,"Burke County, North Carolina",3.5,47361.0,61903.0
492,0500000US37025,"Cabarrus County, North Carolina",3.4,72333.0,94073.0
493,0500000US37027,"Caldwell County, North Carolina",5.1,48737.0,60360.0
