,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
396,0500000US29187,"St. Francois County, Missouri",4.3,46796.0,61053.0
397,0500000US29189,"St. Louis County, Missouri",3.7,66778.0,98565.0
398,0500000US29510,"St. Louis city, Missouri",6.2,43889.0,63791.0
399,0500000US30013,"Cascade County, Montana",2.6,49948.0,67884.0
400,0500000US30029,"Flathead County, Montana",2.7,53193.0,77935.0
401,0500000US30031,"Gallatin County, Montana",1.1,68266.0,87759.0
402,0500000US30049,"Lewis and Clark County, Montana",3.5,65241.0,77682.0
403,0500000US30063,"Missoula County, Montana",2.8,56598.0,74932.0
404,0500000US30111,"Yellowstone County, Montana",3.3,60079.0,75619.0
405,0500000US31055,"Douglas County, Nebraska",3.9,64390.0,89510.0
406,0500000US31109,"Lancaster County, Nebraska",3.1,57650.0,75565.0
407,0500000US31153,"Sarpy County, Nebraska",3.4,77941.0,97450.0
408,0500000US32003,"Clark County, Nevada",5.9,57076.0,80329.0
409,0500000US32031,"Washoe County, Nevada",4.1,63310.0,87024.0
410,0500000US33005,"Cheshire County, New Hampshire",4.4,59186.0,83006.0
411,0500000US33009,"Grafton County, New Hampshire",2.6,66358.0,91144.0
412,0500000US33011,"Hillsborough County, New Hampshire",3.9,78978.0,102956.0
413,0500000US33013,"Merrimack County, New Hampshire",3.9,75088.0,92823.0
414,0500000US33015,"Rockingham County, New Hampshire",2.9,95160.0,114193.0
415,0500000US33017,"Strafford County, New Hampshire",3.5,71528.0,92591.0
416,0500000US34001,"Atlantic County, New Jersey",7.4,61212.0,84780.0
417,0500000US34003,"Bergen County, New Jersey",4.0,100361.0,137007.0
418,0500000US34005,"Burlington County, New Jersey",4.5,84889.0,112755.0
419,0500000US34007,"Camden County, New Jersey",6.5,67523.0,91076.0
420,0500000US34009,"Cape May County, New Jersey",6.1,67007.0,97909.0
421,0500000US34011,"Cumberland County, New Jersey",7.8,52795.0,68355.0
422,0500000US34013,"Essex County, New Jersey",7.0,63368.0,105636.0
423,0500000US34015,"Gloucester County, New Jersey",4.5,81849.0,101668.0
424,0500000US34017,"Hudson County, New Jersey",4.0,74414.0,106971.0
425,0500000US34019,"Hunterdon County, New Jersey",2.9,111269.0,143132.0
426,0500000US34021,"Mercer County, New Jersey",5.6,80632.0,114713.0
