,GEO_ID,NAME,afr_amer,amer_ind,asian,latino,white
318,0500000US25009,"Essex County, Massachusetts",0,26984,1902,623045,66891
319,0500000US25011,"Franklin County, Massachusetts",0,710,0,67674,803
320,0500000US25013,"Hampden County, Massachusetts",0,10440,1132,353356,17718
321,0500000US25015,"Hampshire County, Massachusetts",0,7242,642,152776,2251
322,0500000US25017,"Middlesex County, Massachusetts",0,187448,7581,1464683,58338
323,0500000US25021,"Norfolk County, Massachusetts",0,74523,3306,666773,14308
324,0500000US25023,"Plymouth County, Massachusetts",0,6215,528,494296,22616
325,0500000US25025,"Suffolk County, Massachusetts",0,68847,3338,607564,47374
326,0500000US25027,"Worcester County, Massachusetts",0,39751,1622,729067,38771
327,0500000US26005,"Allegan County, Michigan",0,417,0,107158,1976
328,0500000US26017,"Bay County, Michigan",0,309,0,99276,774
329,0500000US26021,"Berrien County, Michigan",0,2977,0,145918,3719
330,0500000US26025,"Calhoun County, Michigan",0,2622,0,127617,1064
331,0500000US26037,"Clinton County, Michigan",0,1540,0,74378,187
332,0500000US26045,"Eaton County, Michigan",0,2049,0,103454,1441
333,0500000US26049,"Genesee County, Michigan",0,4111,442,394872,3330
334,0500000US26055,"Grand Traverse County, Michigan",0,488,0,89491,0
335,0500000US26065,"Ingham County, Michigan",0,19021,650,265976,6884
336,0500000US26073,"Isabella County, Michigan",0,1392,0,68607,610
337,0500000US26075,"Jackson County, Michigan",0,1260,0,152954,1262
338,0500000US26077,"Kalamazoo County, Michigan",0,6828,470,249150,3048
339,0500000US26081,"Kent County, Michigan",0,18849,2154,575152,23854
340,0500000US26087,"Lapeer County, Michigan",0,509,0,84220,908
341,0500000US26091,"Lenawee County, Michigan",0,256,0,90824,1575
342,0500000US26093,"Livingston County, Michigan",0,1730,0,184190,345
343,0500000US26099,"Macomb County, Michigan",0,32772,2018,845748,5560
344,0500000US26103,"Marquette County, Michigan",0,649,0,65457,461
345,0500000US26111,"Midland County, Michigan",0,1738,0,81235,975
346,0500000US26115,"Monroe County, Michigan",0,952,0,143965,608
347,0500000US26121,"Muskegon County, Michigan",0,1128,0,163660,2091
348,0500000US26125,"Oakland County, Michigan",87,87646,8267,1195176,13397
349,0500000US26139,"Ottawa County, Michigan",0,6244,1087,255483,8451
350,0500000US26145,"Saginaw County, Michigan",0,2503,0,176235,3680
351,0500000US26147,"St. Clair County, Michigan",0,1223,0,154281,1712
352,0500000US26155,"Shiawassee County, Michigan",0,205,0,66616,0
353,0500000US26159,"Van Buren County, Michigan",0,425,0,66567,3650
354,0500000US26161,"Washtenaw County, Michigan",0,31232,2835,347839,2913
355,0500000US26163,"Wayne County, Michigan",0,54230,2054,1647439,42282
356,0500000US27003,"Anoka County, Minnesota",0,15529,1072,330725,6102
357,0500000US27013,"Blue Earth County, Minnesota",0,1325,0,64183,367
358,0500000US27019,"Carver County, Minnesota",0,3231,0,96128,1511
359,0500000US27037,"Dakota County, Minnesota",0,20140,1066,388960,14148
360,0500000US27053,"Hennepin County, Minnesota",1246,85906,6512,1147894,44019
361,0500000US27109,"Olmsted County, Minnesota",0,8964,504,145710,2508
362,0500000US27123,"Ramsey County, Minnesota",171,76470,2574,500684,17863
363,0500000US27131,"Rice County, Minnesota",0,1404,0,60386,3108
364,0500000US27137,"St. Louis County, Minnesota",161,2228,496,196775,1086
365,0500000US27139,"Scott County, Minnesota",0,8060,991,136533,5373
366,0500000US27141,"Sherburne County, Minnesota",0,791,0,91163,1231
367,0500000US27145,"Stearns County, Minnesota",0,3701,0,150625,2983
368,0500000US27163,"Washington County, Minnesota",0,12637,603,242929,4963
369,0500000US27171,"Wright County, Minnesota",0,1973,0,128802,1460
370,0500000US28033,"DeSoto County, Mississippi",0,2663,0,167351,3884
371,0500000US28035,"Forrest County, Mississippi",0,0,0,73744,0
372,0500000US28047,"Harrison County, Mississippi",0,5702,0,192221,2282
373,0500000US28049,"Hinds County, Mississippi",0,1885,0,237443,1403
374,0500000US28059,"Jackson County, Mississippi",0,3863,0,132531,4437
375,0500000US28067,"Jones County, Mississippi",0,0,0,64993,859
