,GEO_ID,NAME,tot_poverty,pov_18_64,pov_65_up,pov_150,pov_18_up
224,0500000US18019,"Clark County, Indiana",115294,71506,18309,21443,89815
225,0500000US18035,"Delaware County, Indiana",107717,67863,18784,35931,86647
226,0500000US18039,"Elkhart County, Indiana",201449,117406,28731,42049,146137
227,0500000US18043,"Floyd County, Indiana",76148,47195,11688,10999,58883
228,0500000US18053,"Grant County, Indiana",60382,34599,12189,16660,46788
229,0500000US18057,"Hamilton County, Indiana",328461,199060,40647,26804,239707
230,0500000US18059,"Hancock County, Indiana",75021,45397,12591,9285,57988
231,0500000US18063,"Hendricks County, Indiana",164227,100848,22372,14732,123220
232,0500000US18067,"Howard County, Indiana",80684,47202,15499,14127,62701
233,0500000US18081,"Johnson County, Indiana",153314,92904,21893,20540,114797
234,0500000US18085,"Kosciusko County, Indiana",77435,46327,12668,13963,58995
235,0500000US18089,"Lake County, Indiana",478813,289420,77860,117533,367280
236,0500000US18091,"LaPorte County, Indiana",102117,59713,19403,28134,79116
237,0500000US18095,"Madison County, Indiana",123260,73333,22775,33034,96108
238,0500000US18097,"Marion County, Indiana",933668,590016,116260,260150,706276
239,0500000US18105,"Monroe County, Indiana",131510,90657,18437,39411,109094
240,0500000US18109,"Morgan County, Indiana",68993,41653,11288,9894,52941
241,0500000US18127,"Porter County, Indiana",165570,102030,26332,23409,128362
242,0500000US18141,"St. Joseph County, Indiana",258884,153168,42003,60167,195171
243,0500000US18157,"Tippecanoe County, Indiana",176849,115914,21513,52058,137427
244,0500000US18163,"Vanderburgh County, Indiana",174506,107209,28712,44247,135921
245,0500000US18167,"Vigo County, Indiana",98726,62097,16280,28498,78377
246,0500000US18177,"Wayne County, Indiana",62823,37308,11781,17315,49089
247,0500000US19013,"Black Hawk County, Iowa",127354,78627,20660,34212,99287
248,0500000US19049,"Dallas County, Iowa",89591,53802,10366,9757,64168
249,0500000US19061,"Dubuque County, Iowa",93086,55139,16882,19753,72021
250,0500000US19103,"Johnson County, Iowa",143968,96806,17115,36873,113921
251,0500000US19113,"Linn County, Iowa",220675,133258,35811,35827,169069
252,0500000US19153,"Polk County, Iowa",477975,297550,61167,84210,358717
253,0500000US19155,"Pottawattamie County, Iowa",91092,53849,16103,19609,69952
254,0500000US19163,"Scott County, Iowa",169603,102462,26729,30182,129191
